Id,SalePrice
1461,122074.4114
1462,158649.0873
1463,168126.0623
1464,184689.7648
1465,193972.4024
1466,178667.8624
1467,161133.3559
1468,174410.0527
1469,166042.2626
1470,123219.6279
1471,197212.3366
1472,93709.7295
1473,98707.93466
1474,163579.4207
1475,106815.0965
1476,484369.1449
1477,251688.1452
1478,304535.8434
1479,288432.5697
1480,418041.1567
1481,297022.4646
1482,199775.5322
1483,190585.742
1484,165958.6649
1485,180106.5513
1486,205514.425
1487,337191.3911
1488,232655.7038
1489,212604.4302
1490,200764.2391
1491,217696.9906
1492,103156.7259
1493,179407.2703
1494,293632.5085
1495,275631.2798
1496,207586.5606
1497,208546.9532
1498,162970.2244
1499,159014.7333
1500,164682.7407
1501,188735.4378
1502,153388.8819
1503,237224.0973
1504,215800.0493
1505,206735.9131
1506,170725.8679
1507,232614.749
1508,200586.8831
1509,163676.9908
1510,142829.302
1511,145303.9757
1512,160231.3133
1513,168146.7808
1514,138903.9124
1515,244921.2456
1516,181053.7573
1517,148837.117
1518,139121.3666
1519,205587.9943
1520,137662.7019
1521,139056.4461
1522,158773.6334
1523,130349.033
1524,115069.5556
1525,118997.5362
1526,127225.0762
1527,107579.7451
1528,116565.2206
1529,141980.8717
1530,157784.4492
1531,121451.755
1532,84027.3878
1533,141662.8
1534,114447.7603
1535,164960.7178
1536,107691.1753
1537,103309.688
1538,168470.2428
1539,231305.1547
1540,127139.5262
1541,159692.1281
1542,140119.9703
1543,163175.5044
1544,88312.08821
1545,111574.6699
1546,124290.8586
1547,130960.7931
1548,136190.9076
1549,108037.9744
1550,136115.325
1551,106431.9539
1552,143273.2318
1553,168651.8847
1554,109566.5772
1555,155145.7485
1556,105293.5315
1557,106895.8836
1558,114094.7164
1559,127397.2262
1560,133644.4302
1561,135712.346
1562,121684.9543
1563,118201.4813
1564,144132.1448
1565,153265.5661
1566,242610.5255
1567,87561.04631
1568,217165.0535
1569,155726.0288
1570,130772.4308
1571,138013.5392
1572,130554.7566
1573,226954.5257
1574,145656.0396
1575,199484.0728
1576,290075.8213
1577,197520.1547
1578,156455.9212
1579,132276.4056
1580,187849.2344
1581,148497.4639
1582,126396.5441
1583,293780.7507
1584,240188.3886
1585,140409.7867
1586,86800.39334
1587,127300.7938
1588,140482.3443
1589,122728.0575
1590,137320.9546
1591,110238.9284
1592,106012.7313
1593,99762.55696
1594,180649.3595
1595,137487.8625
1596,241076.5166
1597,169621.0802
1598,205429.4003
1599,158862.1649
1600,166479.2835
1601,70735.29265
1602,111308.7341
1603,94036.22553
1604,219756.3424
1605,274103.0072
1606,161937.8401
1607,218402.9053
1608,216243.0563
1609,183734.935
1610,154086.3442
1611,148300.4725
1612,180719.5918
1613,156328.7637
1614,97774.56368
1615,91139.16409
1616,91474.13172
1617,88512.81642
1618,121276.0784
1619,133698.052
1620,172213.6131
1621,151354.5949
1622,137740.377
1623,224563.4732
1624,223862.6143
1625,132951.5711
1626,168292.732
1627,180593.4248
1628,261689.0656
1629,176931.6316
1630,277387.4334
1631,180955.4966
1632,217707.7187
1633,179917.742
1634,199351.6511
1635,177322.6422
1636,162212.5017
1637,166840.9562
1638,216402.4125
1639,174048.3388
1640,246672.2488
1641,176001.1682
1642,255238.7881
1643,216702.1682
1644,216357.4802
1645,144021.3418
1646,150882.7013
1647,157717.1015
1648,140803.7969
1649,135321.5216
1650,122570.8003
1651,122556.0578
1652,94901.96442
1653,95520.3899
1654,158802.7758
1655,128535.7184
1656,158514.6133
1657,158683.547
1658,172951.8532
1659,102241.3244
1660,159422.834
1661,417107.3956
1662,406284.8456
1663,364668.3594
1664,403623.2445
1665,343108.2957
1666,309228.6774
1667,337052.5827
1668,324469.1888
1669,272297.0602
1670,360751.8633
1671,221488.1178
1672,406850.6922
1673,324194.24
1674,237064.2573
1675,197620.9329
1676,200340.6513
1677,203810.7084
1678,400352.1267
1679,329095.8839
1680,328059.8843
1681,252594.6491
1682,285710.0687
1683,182225.6129
1684,179416.8907
1685,185030.4162
1686,168667.0341
1687,180877.7356
1688,199933.8132
1689,200948.0909
1690,185070.5093
1691,180792.9946
1692,250276.9255
1693,180671.6888
1694,176323.3747
1695,173299.6177
1696,281664.5507
1697,173914.9168
1698,342270.1818
1699,291254.8148
1700,234287.38
1701,254740.9195
1702,269835.9082
1703,256406.8827
1704,266318.0147
1705,200996.6253
1706,367175.8374
1707,216210.1781
1708,219083.5662
1709,251474.9574
1710,209149.2752
1711,262874.2257
1712,224070.1948
1713,288185.2455
1714,210095.4718
1715,217203.5349
1716,196823.0087
1717,162459.8489
1718,141228.6284
1719,213864.3071
1720,230523.681
1721,165860.4112
1722,136242.1025
1723,154530.8906
1724,225708.4355
1725,249954.2287
1726,216191.1501
1727,198396.6699
1728,206026.0789
1729,166244.4471
1730,190625.4541
1731,126276.5127
1732,121503.1552
1733,119871.542
1734,130459.4434
1735,136386.0081
1736,121733.1541
1737,315530.0537
1738,218657.9143
1739,355322.5896
1740,223055.5556
1741,190501.8219
1742,188494.5854
1743,190055.4321
1744,292510.5782
1745,219598.642
1746,267447.1933
1747,225913.9487
1748,217761.792
1749,143765.8107
1750,150026.302
1751,223719.3101
1752,119982.3714
1753,142485.1107
1754,178773.4787
1755,163755.2806
1756,121298.4486
1757,117688.2163
1758,141039.0094
1759,149812.0263
1760,146896.1446
1761,141714.5739
1762,144702.6338
1763,187181.7777
1764,120482.6032
1765,226949.7646
1766,161401.6958
1767,205022.9354
1768,145449.1607
1769,158748.3847
1770,143568.7552
1771,136230.3314
1772,140188.52
1773,135960.214
1774,148453.1507
1775,136026.8605
1776,133087.1712
1777,91663.24789
1778,136994.6995
1779,134938.012
1780,167665.9131
1781,118619.5912
1782,116655.7405
1783,130832.4538
1784,119941.8992
1785,115195.6814
1786,148075.0803
1787,218468.6983
1788,85210.93772
1789,108021.3194
1790,83043.56529
1791,187817.6715
1792,154371.2069
1793,144456.7484
1794,139785.297
1795,143448.6412
1796,146796.5524
1797,123581.3872
1798,131074.9224
1799,98865.95247
1800,136619.864
1801,132484.9297
1802,153815.9166
1803,161558.3134
1804,134508.3014
1805,135691.9068
1806,125272.4095
1807,145212.6009
1808,127312.1104
1809,163281.2587
1810,135328.598
1811,128788.6521
1812,121658.7298
1813,116308.5044
1814,92703.36739
1815,82423.4832
1816,109814.5326
1817,225606.5343
1818,149361.0533
1819,116299.3256
1820,86855.77654
1821,140857.4127
1822,154331.9328
1823,81630.54894
1824,140404.5105
1825,140705.0238
1826,111571.7293
1827,103359.0546
1828,134409.377
1829,106399.3807
1830,148897.6107
1831,140700.0289
1832,139493.3647
1833,152336.1337
1834,139694.283
1835,130713.8476
1836,151471.1736
1837,93749.09064
1838,139956.8899
1839,89747.40734
1840,144063.1334
1841,138256.9573
1842,103815.9484
1843,142230.202
1844,145906.4602
1845,154419.755
1846,161393.0347
1847,168050.5539
1848,72988.96959
1849,149481.6259
1850,132156.5379
1851,158336.77
1852,127192.4686
1853,144383.5838
1854,154145.7712
1855,202248.1876
1856,213476.2658
1857,228168.9513
1858,148581.2413
1859,132465.922
1860,150702.6286
1861,132608.9262
1862,254909.98
1863,240409.0675
1864,240409.0675
1865,335105.7846
1866,322418.907
1867,245812.5843
1868,223163.0534
1869,209849.2776
1870,223066.9473
1871,242513.9018
1872,190279.7696
1873,220645.1735
1874,139869.1419
1875,181218.7848
1876,186113.5497
1877,203469.1148
1878,214054.269
1879,131809.0037
1880,132544.3428
1881,246191.6082
1882,259890.0488
1883,216781.3987
1884,224759.9034
1885,212776.5004
1886,219681.0318
1887,200396.9569
1888,246600.4738
1889,188675.0565
1890,140850.1294
1891,146833.8019
1892,117781.1984
1893,124234.7635
1894,132711.8747
1895,147310.3155
1896,118307.3394
1897,112143.9339
1898,106186.232
1899,149550.3706
1900,115228.9157
1901,154497.2984
1902,144315.807
1903,178834.8987
1904,132940.3054
1905,178559.027
1906,154979.0143
1907,207356.2021
1908,121989.4543
1909,142311.1301
1910,139936.2677
1911,206957.6132
1912,301510.0976
1913,143127.8062
1914,81433.20478
1915,303443.6275
1916,93115.6145
1917,239356.8058
1918,132898.2992
1919,160285.6389
1920,165108.8648
1921,368453.6243
1922,343972.9203
1923,196526.9372
1924,194937.3938
1925,230277.7951
1926,357244.7954
1927,137436.5901
1928,149481.6566
1929,124559.3315
1930,147845.3059
1931,132854.4077
1932,146616.9887
1933,244571.2282
1934,180076.7271
1935,175062.5804
1936,180806.1755
1937,184971.5497
1938,180256.5661
1939,219198.4255
1940,193972.4024
1941,179882.7931
1942,202824.8836
1943,188940.8629
1944,348089.9412
1945,333000.6213
1946,176861.8104
1947,297455.2563
1948,193247.8585
1949,248266.0264
1950,178891.1492
1951,256430.9176
1952,219371.1415
1953,160868.7149
1954,185763.676
1955,146279.2891
1956,342383.0746
1957,167630.4343
1958,305068.9006
1959,141332.7832
1960,121868.8737
1961,122599.2634
1962,94901.96442
1963,108405.3578
1964,112614.9143
1965,161945.4158
1966,128885.2513
1967,251049.2008
1968,321415.2337
1969,353890.5156
1970,392360.126
1971,408732.3488
1972,360758.4987
1973,309559.0912
1974,328362.4465
1975,392625.1091
1976,243465.3492
1977,354393.0174
1978,326467.0717
1979,329603.3308
1980,195285.7218
1981,329741.3246
1982,213565.4474
1983,213565.4474
1984,179769.1738
1985,197758.8814
1986,212985.1294
1987,172405.7493
1988,188401.1067
1989,195042.0399
1990,226522.2964
1991,205816.5381
1992,206554.6342
1993,182257.6532
1994,261702.411
1995,179178.4605
1996,245584.0356
1997,289659.1344
1998,320125.2835
1999,247176.9574
2000,306284.1353
2001,280924.0638
2002,223907.2379
2003,272365.1217
2004,271965.7198
2005,195649.6985
2006,218178.9964
2007,231254.2739
2008,181035.6077
2009,219472.1098
2010,213475.8475
2011,147640.9939
2012,177566.7922
2013,207524.0369
2014,208152.7314
2015,227365.4231
2016,216337.8131
2017,214829.3208
2018,126412.474
2019,119998.7489
2020,121640.3419
2021,114739.8066
2022,171981.5433
2023,147258.8658
2024,274871.2643
2025,297459.469
2026,170855.5669
2027,162929.6205
2028,182503.6116
2029,175817.2884
2030,253726.4516
2031,199600.197
2032,235619.8444
2033,252552.7992
2034,176159.1924
2035,193362.9646
2036,183683.9006
2037,183460.861
2038,387733.8488
2039,175993.8658
2040,350914.9352
2041,282380.1029
2042,210556.1558
2043,169590.7268
2044,175912.1856
2045,201427.0155
2046,149997.9007
2047,149408.5272
2048,143155.5818
2049,142500.7111
2050,181025.6915
2051,129313.5725
2052,138845.1532
